ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Fecha en que empieza el precio rebajado,Fecha en que termina el precio de oferta,Estado del impuesto,Clase de impuesto,¿En stock?,Stock,Cantidad de bajo stock,¿Permitir reservas de productos agotados?,Vendido Individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir reseñas de clientes?,Notas de la compra,Precio de oferta,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo predeterminado 1
,variable,707,,ES ESPADA,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FANTASÍA,FANTASÍA,,http://localhost:8069/wp-content/uploads/2026/03/ES-ESPADA.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES ESPADA - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,707,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES ESPADA - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,707,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES ESPADA - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,707,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES ESPADA - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,707,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES ESPADA - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,707,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,177,,ES EUCALIPTUS 7006,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA","HERBÁCEO, MADERA",,http://localhost:8069/wp-content/uploads/2026/03/ES-EUCALIPTUS-7006.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES EUCALIPTUS 7006 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,177,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES EUCALIPTUS 7006 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,177,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES EUCALIPTUS 7006 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,177,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES EUCALIPTUS 7006 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,177,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES EUCALIPTUS 7006 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,177,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,748,,ES FLOR DE NARANJO,1,0,visible,Las imágenes son ilustrativas,"PERFUME DE AMBIENTE,PERFUME TEXTIL,DETERGENTE,DESODORANTE DE PISO,JABÓN LÍQUIDO PARA MANOS",,,taxable,,1,,,0,0,,,,,1,,,,"AROMÁTICO, FLORAL","AROMÁTICO, FLORAL",,http://localhost:8069/wp-content/uploads/2026/03/ES-FLOR-DE-NARANJO.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLOR DE NARANJO - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,748,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLOR DE NARANJO - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,748,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLOR DE NARANJO - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,748,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLOR DE NARANJO - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,748,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLOR DE NARANJO - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,748,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,178,,ES FLORAL 3090,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORAL-3090.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORAL 3090 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,178,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORAL 3090 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,178,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORAL 3090 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,178,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORAL 3090 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,178,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORAL 3090 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,178,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,179,,ES FLORAL 4090,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORAL-4090.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORAL 4090 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,179,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORAL 4090 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,179,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORAL 4090 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,179,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORAL 4090 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,179,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORAL 4090 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,179,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,710,,ES FLORAL 455,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORAL-455.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORAL 455 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,710,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORAL 455 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,710,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORAL 455 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,710,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORAL 455 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,710,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORAL 455 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,710,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,180,,ES FLORAL 5090,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORAL-5090.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORAL 5090 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,180,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORAL 5090 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,180,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORAL 5090 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,180,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORAL 5090 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,180,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORAL 5090 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,180,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,473,,ES FLORAL 6040,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORAL-6040.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORAL 6040 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,473,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORAL 6040 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,473,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORAL 6040 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,473,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORAL 6040 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,473,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORAL 6040 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,473,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,580,,ES FLORES BLANCAS,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,JABÓN LÍQUIDO PARA MANOS",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORES-BLANCAS.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORES BLANCAS - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,580,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORES BLANCAS - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,580,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORES BLANCAS - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,580,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORES BLANCAS - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,580,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORES BLANCAS - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,580,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,618,,ES FLORES DEL VALLE,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORES-DEL-VALLE.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORES DEL VALLE - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,618,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORES DEL VALLE - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,618,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORES DEL VALLE - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,618,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORES DEL VALLE - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,618,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORES DEL VALLE - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,618,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,806,,ES FLORES SILVESTRES,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FLORES-SILVESTRES.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FLORES SILVESTRES - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,806,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FLORES SILVESTRES - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,806,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FLORES SILVESTRES - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,806,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FLORES SILVESTRES - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,806,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FLORES SILVESTRES - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,806,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,754,,ES FRAMBUESA-VAINILLA,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,JABÓN LÍQUIDO PARA MANOS",,,taxable,,1,,,0,0,,,,,1,,,,GOURMAND,GOURMAND,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRAMBUESA-VAINILLA.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRAMBUESA-VAINILLA - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,754,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRAMBUESA-VAINILLA - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,754,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRAMBUESA-VAINILLA - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,754,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRAMBUESA-VAINILLA - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,754,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRAMBUESA-VAINILLA - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,754,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,759,,ES FRESH AR,1,0,visible,Las imágenes son ilustrativas,"PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,FANTASÍA,FANTASÍA,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRESH-AR.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRESH AR - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,759,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRESH AR - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,759,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRESH AR - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,759,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRESH AR - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,759,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRESH AR - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,759,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,181,,ES FRESIA 7008,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,DESODORANTE DE AMBIENTE,PERFUME TEXTIL,PERFUME AMBIENTAL,JABÓN LÍQUIDO PARA MANOS",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRESIA-7008.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRESIA 7008 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,181,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRESIA 7008 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,181,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRESIA 7008 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,181,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRESIA 7008 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,181,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRESIA 7008 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,181,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,752,,ES FRUTAL FRESCO,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,DESODORANTE DE AMBIENTE,PERFUME TEXTIL,PERFUME AMBIENTAL,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTAL-FRESCO.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTAL FRESCO - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,752,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTAL FRESCO - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,752,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTAL FRESCO - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,752,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTAL FRESCO - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,752,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTAL FRESCO - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,752,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,182,,ES FRUTAS CÍTRICAS 5011,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTAS-CITRICAS-5011.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTAS CÍTRICAS 5011 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,182,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTAS CÍTRICAS 5011 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,182,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTAS CÍTRICAS 5011 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,182,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTAS CÍTRICAS 5011 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,182,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTAS CÍTRICAS 5011 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,182,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,708,,ES FRUTAS EXÓTICAS,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTAS-EXOTICAS.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTAS EXÓTICAS - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,708,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTAS EXÓTICAS - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,708,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTAS EXÓTICAS - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,708,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTAS EXÓTICAS - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,708,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTAS EXÓTICAS - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,708,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,711,,ES FRUTAS ROJAS SVF,1,0,visible,Las imágenes son ilustrativas,"PARA PRODUCTOS AL SOLVENTE,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTAS-ROJAS-SVF.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTAS ROJAS SVF - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,711,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTAS ROJAS SVF - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,711,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTAS ROJAS SVF - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,711,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTAS ROJAS SVF - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,711,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTAS ROJAS SVF - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,711,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,183,,ES FRUTILLA 5001,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTILLA-5001.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTILLA 5001 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,183,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTILLA 5001 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,183,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTILLA 5001 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,183,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTILLA 5001 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,183,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTILLA 5001 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,183,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,184,,ES FRUTILLA 5001SV,1,0,visible,Las imágenes son ilustrativas,"PARA PRODUCTOS AL SOLVENTE,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTILLA-5001SV.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTILLA 5001SV - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,184,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTILLA 5001SV - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,184,,,,,,2,,Presentaciones,2 Litros,,0,
