ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Fecha en que empieza el precio rebajado,Fecha en que termina el precio de oferta,Estado del impuesto,Clase de impuesto,¿En stock?,Stock,Cantidad de bajo stock,¿Permitir reservas de productos agotados?,Vendido Individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir reseñas de clientes?,Notas de la compra,Precio de oferta,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo predeterminado 1
,variation,,,ES FRUTILLA 5001SV - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,184,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTILLA 5001SV - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,184,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTILLA 5001SV - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,184,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,220,,ES FRUTOS ROJOS 5022,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-FRUTOS-ROJOS-5022.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES FRUTOS ROJOS 5022 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,220,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES FRUTOS ROJOS 5022 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,220,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES FRUTOS ROJOS 5022 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,220,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES FRUTOS ROJOS 5022 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,220,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES FRUTOS ROJOS 5022 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,220,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,692,,ES HECHO,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA, CÍTRICO","HERBÁCEO, MADERA, CÍTRICO",,http://localhost:8069/wp-content/uploads/2026/03/ES-HECHO.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES HECHO - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,692,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES HECHO - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,692,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES HECHO - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,692,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES HECHO - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,692,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES HECHO - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,692,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,744,,ES JABON DRV,1,0,visible,Las imágenes son ilustrativas,"PARA JABÓN LÍQUIDO,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-JABON-DRV.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES JABON DRV - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,744,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES JABON DRV - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,744,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES JABON DRV - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,744,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES JABON DRV - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,744,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES JABON DRV - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,744,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,185,,ES JAZMÍN 3060,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-JAZMIN-3060.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES JAZMÍN 3060 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,185,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES JAZMÍN 3060 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,185,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES JAZMÍN 3060 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,185,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES JAZMÍN 3060 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,185,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES JAZMÍN 3060 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,185,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,186,,ES JAZMÍN 3061,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-JAZMIN-3061.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES JAZMÍN 3061 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,186,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES JAZMÍN 3061 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,186,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES JAZMÍN 3061 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,186,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES JAZMÍN 3061 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,186,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES JAZMÍN 3061 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,186,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,558,,ES JAZMÍN 3065,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-JAZMIN-3065.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES JAZMÍN 3065 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,558,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES JAZMÍN 3065 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,558,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES JAZMÍN 3065 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,558,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES JAZMÍN 3065 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,558,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES JAZMÍN 3065 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,558,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,187,,ES JAZMÍN 4060,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,",,,taxable,,1,,,0,0,,,,,1,,,,FLORAL,FLORAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-JAZMIN-4060.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES JAZMÍN 4060 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,187,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES JAZMÍN 4060 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,187,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES JAZMÍN 4060 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,187,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES JAZMÍN 4060 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,187,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES JAZMÍN 4060 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,187,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,680,,ES LAVADERO,1,0,visible,Las imágenes son ilustrativas,"PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,FANTASÍA,FANTASÍA,,http://localhost:8069/wp-content/uploads/2026/03/ES-LAVADERO.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LAVADERO - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,680,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LAVADERO - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,680,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LAVADERO - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,680,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LAVADERO - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,680,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LAVADERO - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,680,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,188,,ES LAVANDA 3080,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA","HERBÁCEO, MADERA",,http://localhost:8069/wp-content/uploads/2026/03/ES-LAVANDA-3080.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LAVANDA 3080 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,188,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LAVANDA 3080 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,188,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LAVANDA 3080 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,188,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LAVANDA 3080 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,188,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LAVANDA 3080 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,188,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,189,,ES LAVANDA 4080,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA","HERBÁCEO, MADERA",,http://localhost:8069/wp-content/uploads/2026/03/ES-LAVANDA-4080.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LAVANDA 4080 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,189,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LAVANDA 4080 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,189,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LAVANDA 4080 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,189,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LAVANDA 4080 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,189,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LAVANDA 4080 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,189,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,190,,ES LAVANDA 5080,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PARA JABÓN LÍQUIDO PARA MANOS,PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA","HERBÁCEO, MADERA",,http://localhost:8069/wp-content/uploads/2026/03/ES-LAVANDA-5080.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LAVANDA 5080 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,190,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LAVANDA 5080 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,190,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LAVANDA 5080 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,190,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LAVANDA 5080 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,190,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LAVANDA 5080 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,190,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,753,,ES LAVANDA JABÓN,1,0,visible,Las imágenes son ilustrativas,"PARA JABÓN LÍQUIDO PARA MANOS,",,,taxable,,1,,,0,0,,,,,1,,,,"HERBÁCEO, MADERA","HERBÁCEO, MADERA",,http://localhost:8069/wp-content/uploads/2026/03/ES-LAVANDA-JABON.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LAVANDA JABÓN - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,753,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LAVANDA JABÓN - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,753,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LAVANDA JABÓN - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,753,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LAVANDA JABÓN - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,753,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LAVANDA JABÓN - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,753,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,701,,ES LEFRANCE,1,0,visible,Las imágenes son ilustrativas,"PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,ACUÁTICO,ACUÁTICO,,http://localhost:8069/wp-content/uploads/2026/03/ES-LEFRANCE.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LEFRANCE - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,701,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LEFRANCE - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,701,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LEFRANCE - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,701,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LEFRANCE - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,701,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LEFRANCE - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,701,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,811,,ES LEMON CARAMEL,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,PERFUME TEXTIL,JABÓN LÍQUIDO PARA MANOS,DETERGENTE,DESODORANTE DE AMBIENTE",,,taxable,,1,,,0,0,,,,,1,,,,CÍTRICO,CÍTRICO,,http://localhost:8069/wp-content/uploads/2026/03/ES-LEMON-CARAMEL.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LEMON CARAMEL - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,811,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LEMON CARAMEL - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,811,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LEMON CARAMEL - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,811,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LEMON CARAMEL - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,811,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LEMON CARAMEL - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,811,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,191,,ES LIMÓN 5005,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,CÍTRICO,CÍTRICO,,http://localhost:8069/wp-content/uploads/2026/03/ES-LIMON-5005.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LIMÓN 5005 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,191,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LIMÓN 5005 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,191,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LIMÓN 5005 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,191,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LIMÓN 5005 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,191,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LIMÓN 5005 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,191,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,192,,ES LIMÓN 5005 SV,1,0,visible,Las imágenes son ilustrativas,"PARA PRODUCTOS AL SOLVENTE,",,,taxable,,1,,,0,0,,,,,1,,,,CÍTRICO,CÍTRICO,,http://localhost:8069/wp-content/uploads/2026/03/ES-LIMON-5005-SV.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LIMÓN 5005 SV - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,192,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LIMÓN 5005 SV - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,192,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LIMÓN 5005 SV - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,192,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LIMÓN 5005 SV - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,192,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LIMÓN 5005 SV - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,192,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,193,,ES LIZ 6014,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FANTASÍA,FANTASÍA,,http://localhost:8069/wp-content/uploads/2026/03/ES-LIZ-6014.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES LIZ 6014 - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,193,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES LIZ 6014 - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,193,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES LIZ 6014 - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,193,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES LIZ 6014 - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,193,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES LIZ 6014 - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,193,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,715,,ES MANGO MARACUYA,1,0,visible,Las imágenes son ilustrativas,"PERFUME TEXTIL,PERFUME DE AMBIENTE,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-MANGO-MARACUYA.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES MANGO MARACUYA - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,715,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES MANGO MARACUYA - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,715,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES MANGO MARACUYA - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,715,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES MANGO MARACUYA - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,715,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES MANGO MARACUYA - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,715,,,,,,5,,Presentaciones,20 Litros,,0,
,variable,714,,ES MANGO TROPICAL,1,0,visible,Las imágenes son ilustrativas,"DESODORANTE DE PISO,",,,taxable,,1,,,0,0,,,,,1,,,,FRUTAL,FRUTAL,,http://localhost:8069/wp-content/uploads/2026/03/ES-MANGO-TROPICAL.webp,,,,,,,,,0,,Presentaciones,"1 Litro, 2 Litros, 5 Litros, 10 Litros, 20 Litros",1,0,1 Litro
,variation,,,ES MANGO TROPICAL - 1 Litro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,714,,,,,,1,,Presentaciones,1 Litro,,0,
,variation,,,ES MANGO TROPICAL - 2 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,714,,,,,,2,,Presentaciones,2 Litros,,0,
,variation,,,ES MANGO TROPICAL - 5 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,714,,,,,,3,,Presentaciones,5 Litros,,0,
,variation,,,ES MANGO TROPICAL - 10 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,714,,,,,,4,,Presentaciones,10 Litros,,0,
,variation,,,ES MANGO TROPICAL - 20 Litros,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,714,,,,,,5,,Presentaciones,20 Litros,,0,
